,name,start_pos,end_pos,tag,score
2669,afternoon,327533,327542,TIME,1
2670,Afternoon,327546,327555,TIME,1
2671,Matthew Nichols,327605,327620,PERSON,1
2672,Job Rowsell,327721,327732,PERSON,1
2673,mid-day,327749,327756,DATE,1
2674,Job Rowsell,328053,328064,PERSON,1
2675,night,328219,328224,TIME,1
2676,Job Rowsell,328380,328391,PERSON,1
2677,Fourth,328486,328492,ORDINAL,1
2678,Nichols,328537,328544,PERSON,1
2679,about half an hour,328858,328876,TIME,1
2680,Are you Job Rowsell?”Granet,329067,329094,WORK_OF_ART,1
2681,the stone wall,329829,329843,FAC,1
2682,"board,”he",329873,329882,CARDINAL,1
2683,Rowsell,329894,329901,ORG,1
2684,the Saucy Jane,329976,329990,PERSON,1
2685,Rowsell,330046,330053,PERSON,1
2686,"Lighthouse,”Granet",330275,330293,PRODUCT,1
2687,Rowsell,330305,330312,ORG,1
2688,a day,330347,330352,DATE,1
2689,Atlantic,330365,330373,LOC,1
2690,St. Mary,330417,330425,GPE,1
2691,White Island,330430,330442,LOC,1
2692,oilskins,330478,330486,PERSON,1
2693,"here,”he",330545,330553,PERSON,1
2694,Job Rowsell,330608,330619,PERSON,1
2695,five pound,330632,330642,QUANTITY,1
2696,the end of the day,330659,330677,TIME,1
2697,A few minutes later,330752,330771,TIME,1
2698,"boat,”he",330848,330856,PERSON,1
2699,five pounds,330913,330924,QUANTITY,1
2700,St. Agnes,330940,330949,GPE,1
2701,first,330980,330985,ORDINAL,1
2702,two,331092,331095,CARDINAL,1
2703,two hours,331168,331177,TIME,1
2704,Bishop Lighthouse,331216,331233,FAC,1
2705,"there,”he",331364,331373,DATE,1
2706,Channel,331403,331410,ORG,1
2707,Bryher,331423,331429,PERSON,1
2708,Rowsell,331549,331556,ORG,1
2709,Rowsell,331820,331827,ORG,1
2710,game?”he,331908,331916,PERSON,1
2711,Job Rowsell,332194,332205,PERSON,1
2712,rocky island,332364,332376,GPE,1
2713,Granet,332503,332509,PERSON,1
2714,German,332731,332737,NORP,1
2715,surlily,332825,332832,PERSON,1
2716,Rowsell,332974,332981,PRODUCT,1
2717,German,333150,333156,NORP,1
2718,German,333231,333237,NORP,1
2719,two,333454,333457,CARDINAL,1
2720,German,333530,333536,NORP,1
2721,English,333549,333556,LANGUAGE,1
2722,The Princess Hilda,333559,333577,WORK_OF_ART,1
2723,Southampton,333583,333594,GPE,1
2724,tomorrow,333596,333604,DATE,1
2725,"midnight,”he",333608,333620,PERSON,1
2726,one,333782,333785,CARDINAL,1
2727,Englishman,333833,333843,NORP,1
2728,German,334023,334029,NORP,1
2729,"now,”he",334117,334124,ORG,1
2730,boatman,334134,334141,PERSON,1
2731,four hours,334153,334163,TIME,1
2732,Three,334184,334189,CARDINAL,1
2733,Nichols,334351,334358,PERSON,1
2734,Lethbridge,334363,334373,GPE,1
2735,one,334383,334386,CARDINAL,1
2736,a queer day,334418,334429,DATE,1
2737,Job Rowsell,334473,334484,PERSON,1
2738,Nichols,334681,334688,PERSON,1
2739,Lethbridge,334691,334701,ORG,1
2740,Lethbridge,334704,334714,ORG,1
2741,Nichols,334751,334758,PERSON,1
2742,Job Rowsell,334874,334885,PERSON,1
2743,a minute,334898,334906,TIME,1
2744,"Matthew Nichols,”he",334990,335009,PERSON,1
2745,Penzance,335165,335173,GPE,1
2746,the Police Station,335197,335215,FAC,1
2747,one,335306,335309,CARDINAL,1
2748,three days,335356,335366,DATE,1
2749,each day,335395,335403,DATE,1
2750,Nichols,335450,335457,PERSON,1
2751,the next day,335467,335479,DATE,1
2752,Lethbridge,335480,335490,GPE,1
2753,Job Rowsell,335534,335545,PERSON,1
2754,Rowsell,335630,335637,PERSON,1
2755,Nichols,335870,335877,PERSON,1
2756,nine o'clock,335906,335918,TIME,1
2757,the following morning,335922,335943,TIME,1
2758,Lethbridge,335945,335955,GPE,1
2759,eight o'clock,336048,336061,TIME,1
2760,Penzance,336071,336079,GPE,1
2761,Nichols,336082,336089,PERSON,1
2762,Job Rowsell,336320,336331,PERSON,1
2763,last night,336459,336469,TIME,1
2764,Blue Crown,336492,336502,WORK_OF_ART,1
2765,this morning,336522,336534,TIME,1
2766,Channel,337147,337154,ORG,1
2767,Thomson,337350,337357,PERSON,1
2768,Geraldine,337378,337387,PERSON,1
2769,Boulogne,337535,337543,GPE,1
2770,"course,”he",337656,337666,PERSON,1
2771,three-quarters,338022,338036,CARDINAL,1
2772,Hugh,338091,338095,PERSON,1
2773,"morrow,”he",338134,338144,DATE,1
2774,Hugh,338273,338277,PERSON,1
2775,"moment,”he",338304,338314,ORG,1
2776,"London,”he",338605,338615,ORG,1
2777,the War Office,338643,338657,ORG,1
2778,Ralph,338750,338755,PERSON,1
2779,a letter days,338765,338778,DATE,1
2780,Harwich,338815,338822,GPE,1
2781,Admiralty,338929,338938,ORG,1
2782,yesterday,338952,338961,DATE,1
2783,four or five,338997,339009,CARDINAL,1
2784,Ralph,339036,339041,PERSON,1
2785,the Scilly Islands,339202,339220,LOC,1
2786,Channel,339275,339282,LOC,1
2787,Thomson,339425,339432,PERSON,1
2788,Germans,339528,339535,NORP,1
2789,Belgium,339639,339646,GPE,1
2790,two,339741,339744,CARDINAL,1
2791,Thomson,339871,339878,PERSON,1
2792,German,339931,339937,NORP,1
2793,Belgium,339994,340001,GPE,1
2794,half,340063,340067,CARDINAL,1
2795,one,340303,340306,CARDINAL,1
2796,more than half,340424,340438,CARDINAL,1
2797,Thomson,340456,340463,ORG,1
2798,"Nothing,”she",340556,340568,ORG,1
2799,the misty dawn,340704,340718,TIME,1
2800,"sure,”he",340795,340803,PERSON,1
2801,"things,”she",341107,341118,ORG,1
2802,one,341247,341250,CARDINAL,1
2803,"to,”he",341257,341263,DATE,1
2804,almost between two,341363,341381,CARDINAL,1
2805,Ralph,341824,341829,PERSON,1
2806,Thomson,342205,342212,ORG,1
2807,only a few yards,342360,342376,QUANTITY,1
2808,Geraldine,342786,342795,PERSON,1
2809,Thomson,342929,342936,PERSON,1
2810,"hurry,”he",342960,342969,PERSON,1
2811,two,343052,343055,CARDINAL,1
2812,first,343176,343181,ORDINAL,1
2813,Three,343242,343247,CARDINAL,1
2814,fourth,343314,343320,ORDINAL,1
2815,Thomson,343362,343369,ORG,1
2816,Thomson,343688,343695,PERSON,1
2817,Geraldine,343755,343764,PERSON,1
2818,"overboard,”he",344071,344084,PERSON,1
2819,"swim,”he",344264,344272,PERSON,1
2820,Geraldine,344375,344384,PERSON,1
2821,half-a-dozen hours,344454,344472,TIME,1
2822,Geraldine,344956,344965,PERSON,1
2823,Thomson,344998,345005,PERSON,1
2824,one,345021,345024,CARDINAL,1
2825,Geraldine,345137,345146,PERSON,1
2826,Look!”Geraldine,345540,345555,PERSON,1
2827,Barely fifty feet,345563,345580,QUANTITY,1
2828,four or five,345631,345643,CARDINAL,1
2829,Thomson,345669,345676,PERSON,1
2830,Thomson,345810,345817,PERSON,1
2831,"Geraldine,”he",345979,345992,PERSON,1
2832,lifebelt,346185,346193,PERSON,1
2833,"No,”she gasped,“but",346301,346320,WORK_OF_ART,1
2834,right!”he,346537,346546,PERSON,1
2835,Geraldine,346563,346572,PERSON,1
2836,only another five minutes,346580,346605,TIME,1
2837,Thirty miles an hour,346608,346628,QUANTITY,1
2838,Conyers,346880,346887,GPE,1
2839,Princess Hilda,346911,346925,PERSON,1
2840,two,347089,347092,CARDINAL,1
2841,twenty or thirty,347134,347150,CARDINAL,1
2842,Conyers,347320,347327,GPE,1
2843,Barely a hundred yards,347717,347739,QUANTITY,1
2844,Conyers,347918,347925,GPE,1
2845,Conyers,348321,348328,ORG,1
2846,them!”he,348424,348432,PERSON,1
2847,Johnson,348463,348470,PERSON,1
2848,Conyers,348685,348692,GPE,1
2849,Conyers,348726,348733,ORG,1
2850,Geraldine,348774,348783,PERSON,1
2851,Thomson,348810,348817,PERSON,1
2852,Geraldine,349016,349025,PERSON,1
2853,I. He,349258,349263,PERSON,1
2854,Geraldine,349363,349372,PERSON,1
2855,Thomson,349413,349420,PERSON,1
2856,"Ralph,”she",349505,349515,WORK_OF_ART,1
2857,Conyers,349671,349678,ORG,1
2858,"Geraldine,”he",349838,349851,ORG,1
2859,Geraldine,349980,349989,PERSON,1
2860,"Ralph,”she sobbed,“thank God",350033,350061,WORK_OF_ART,1
2861,God,350069,350072,PERSON,1
2862,an unusually long day 's,350114,350138,DATE,1
2863,Thomson,350154,350161,PERSON,1
2864,dozens,350353,350359,CARDINAL,1
2865,Harwich,350558,350565,GPE,1
2866,Felixstowe,350658,350668,GPE,1
2867,Ambrose,350770,350777,PERSON,1
2868,the Times of certain dates,351097,351123,ORG,1
2869,Leave London June 4th,351155,351176,WORK_OF_ART,1
2870,midnight,351190,351198,TIME,1
2871,Buckingham Palace,351199,351216,FAC,1
2872,St. Paul 's,351218,351229,GPE,1
2873,Savoy,351257,351262,GPE,1
2874,‘ Leave London June 4th,351295,351318,WORK_OF_ART,1
2875,Thomson,351322,351329,PERSON,1
2876,Zeppelins,351395,351404,PERSON,1
2877,Ambrose,351406,351413,PERSON,1
2878,"sir,”he",351462,351469,ORG,1
2879,Alfred Anselman,351583,351598,PERSON,1
2880,Thomson,351632,351639,ORG,1
2881,half an hour,351789,351801,TIME,1
2882,Thomson,351851,351858,PERSON,1
2883,Admiralty,351879,351888,ORG,1
2884,all night,352284,352293,TIME,1
2885,them?”Thomson,352353,352366,PERSON,1
2886,"here,”he",352452,352460,PERSON,1
2887,one,352695,352698,CARDINAL,1
2888,midnight,352727,352735,TIME,1
2889,"course,”he reflected,“they",352860,352886,WORK_OF_ART,1
2890,three,353067,353072,CARDINAL,1
2891,four,353076,353080,CARDINAL,1
2892,a little before dawn,353126,353146,TIME,1
2893,Harrow,353183,353189,PERSON,1
2894,midnight,353212,353220,TIME,1
2895,Thomson,353223,353230,ORG,1
2896,Admiralty,353240,353249,ORG,1
2897,Berkeley Square,353286,353301,FAC,1
2898,Geraldine,353356,353365,PERSON,1
2899,morning,353412,353419,TIME,1
2900,Thomson,353634,353641,PERSON,1
2901,"madam,”he",353643,353652,PERSON,1
2902,Geraldine rose,353664,353678,PERSON,1
2903,only a few feet,353740,353755,QUANTITY,1
2904,three,353786,353791,CARDINAL,1
2905,Geraldine,353858,353867,PERSON,1
2906,"time,”Thomson",354002,354015,ORG,1
2907,Geraldine,354070,354079,PERSON,1
2908,all day,354222,354229,DATE,1
2909,Boulogne,354247,354255,GPE,1
2910,last night,354256,354266,TIME,1
2911,"see,”Thomson",354299,354311,PERSON,1
2912,"“However,”she",354454,354467,PERSON,1
2913,Captain Granet,354614,354628,PERSON,1
2914,Ralph,354909,354914,PERSON,1
2915,the last few days,354915,354932,DATE,1
2916,London,355018,355024,GPE,1
2917,evening?”Thomson,355030,355046,GPE,1
2918,Lady Anselman 's,355099,355115,PERSON,1
2919,Reigate,355119,355126,PERSON,1
2920,Lady Anselman 's,355176,355192,PERSON,1
2921,some days ago,355204,355217,DATE,1
2922,Geraldine,355521,355530,PERSON,1
2923,Thomson,355552,355559,PERSON,1
2924,half,355592,355596,CARDINAL,1
2925,half,355810,355814,CARDINAL,1
2926,mean?”he,355839,355847,DATE,1
2927,Thomson,355858,355865,ORG,1
2928,Geraldine,355966,355975,PERSON,1
2929,two,356038,356041,CARDINAL,1
2930,"understand,”Thomson",356166,356185,ORG,1
2931,this evening,356251,356263,TIME,1
2932,Geraldine,356284,356293,PERSON,1
2933,two,356421,356424,CARDINAL,1
2934,Thomson,356519,356526,ORG,1
2935,"presently,”he",356572,356585,PERSON,1
2936,Conyers,356635,356642,PERSON,1
2937,London,356652,356658,GPE,1
2938,"Granet,”he",356668,356678,PERSON,1
2939,"latter,“may",356708,356719,ORG,1
2940,ninth day,356942,356951,DATE,1
2941,Granet,357191,357197,ORG,1
2942,Thomson,357311,357318,PERSON,1
2943,the last few hours,357434,357452,TIME,1
2944,Geraldine,357542,357551,PERSON,1
2945,Granet,357579,357585,PERSON,1
2946,Hugh,357636,357640,PERSON,1
2947,tonight,357823,357830,TIME,1
2948,morning,357971,357978,TIME,1
2949,Zeppelin,358008,358016,PERSON,1
2950,London,358025,358031,GPE,1
2951,Reigate,358197,358204,FAC,1
2952,Thomson,358429,358436,ORG,1
2953,"sir,”he",358503,358510,ORG,1
2954,nine o'clock,358557,358569,TIME,1
2955,Conyers,358586,358593,PERSON,1
2956,Thomson,358640,358647,PERSON,1
2957,Geraldine,358705,358714,PERSON,1
2958,Thomson,358808,358815,PERSON,1
2959,me!”she,358851,358858,PERSON,1
2960,Geraldine,358988,358997,PERSON,1
2961,Germany,359173,359180,GPE,1
2962,Alfred,359211,359217,PERSON,1
2963,Hugh,359256,359260,PERSON,1
2964,"least,”he",359275,359284,PERSON,1
2965,Alfred Anselman,359330,359345,PERSON,1
2966,Cabinet,359445,359452,ORG,1
2967,Hugh,359454,359458,PERSON,1
2968,an hour ago,359537,359548,TIME,1
2969,Holland,359589,359596,GPE,1
2970,Alfred Anselman,359604,359619,PERSON,1
2971,London,359643,359649,GPE,1
2972,twenty-four hours,359782,359799,TIME,1
2973,"it,”she",359903,359910,ORG,1
2974,Geraldine,360169,360178,PERSON,1
2975,Granet,360671,360677,PERSON,1
2976,Thomson,360809,360816,ORG,1
2977,"Seymour,”Thomson",360908,360924,PERSON,1
2978,Zeppelin,361053,361061,NORP,1
2979,London,361088,361094,GPE,1
2980,the next twenty-four hours,361102,361128,DATE,1
2981,Geraldine,361161,361170,PERSON,1
2982,five or six million,361296,361315,CARDINAL,1
2983,Thomson,361401,361408,PERSON,1
2984,Admiralty,361447,361456,ORG,1
2985,Geraldine,361577,361586,PERSON,1
2986,Thomson,361690,361697,ORG,1
2987,Hugh,361713,361717,PERSON,1
2988,Olive,361855,361860,PERSON,1
2989,Boulogne,361906,361914,GPE,1
2990,Thomson,362022,362029,ORG,1
2991,"Well,”he",362050,362058,PERSON,1
2992,About three o'clock the next morning,362452,362488,TIME,1
2993,Thomson,362489,362496,PERSON,1
2994,Ambrose,362608,362615,PERSON,1
2995,the War Office,362667,362681,ORG,1
2996,Gordon Jones,362707,362719,PERSON,1
2997,Downing Street,362737,362751,FAC,1
2998,Ambrose,362946,362953,PERSON,1
2999,London,363022,363028,GPE,1
3000,Whitehall,363341,363350,GPE,1
3001,Ambrose,363415,363422,PERSON,1
3002,four or five,364098,364110,CARDINAL,1
3003,Thomson,364337,364344,ORG,1
3004,"night,”he",364460,364469,PERSON,1
3005,one,364606,364609,CARDINAL,1
3006,London,364672,364678,GPE,1
3007,"criticism,”Thomson",364957,364975,ORG,1
3008,first,365227,365232,ORDINAL,1
3009,gentlemen?”Thomson,365705,365723,PERSON,1
3010,Gordon Jones,365813,365825,PERSON,1
3011,Alfred Anselman,366055,366070,PERSON,1
3012,position?”Thomson,366327,366344,PERSON,1
3013,Gordon Jones,366466,366478,PERSON,1
3014,today,366833,366838,DATE,1
3015,Power,366889,366894,ORG,1
3016,the Triple Alliance,366923,366942,ORG,1
3017,Thomson,366965,366972,PERSON,1
3018,Scotland Yard,367177,367190,ORG,1
3019,Tower,367364,367369,FAC,1
3020,Thomson,367757,367764,PERSON,1
3021,Alfred,368036,368042,PERSON,1
3022,"gentlemen,”he",368170,368183,PERSON,1
3023,Thomson,368247,368254,PERSON,1
3024,those few minutes,368337,368354,TIME,1
3025,Thomson,368359,368366,PERSON,1
3026,Whitehall,368441,368450,GPE,1
3027,one,368770,368773,CARDINAL,1
3028,a few yards,368806,368817,QUANTITY,1
3029,Whitehall,368875,368884,GPE,1
3030,Thomson,369082,369089,PERSON,1
3031,the Pall Mall Arch,369117,369135,FAC,1
3032,St. James 's Park,369152,369169,GPE,1
3033,Admiralty,369263,369272,ORG,1
3034,a thousand,369462,369472,CARDINAL,1
3035,one,369589,369592,CARDINAL,1
3036,a dozen,369852,369859,CARDINAL,1
3037,one,369869,369872,CARDINAL,1
3038,one,369969,369972,CARDINAL,1
3039,the Carlton Hotel,370002,370019,FAC,1
3040,the Pall Mall Arch,370047,370065,FAC,1
3041,Admiralty,370376,370385,ORG,1
3042,the night,370521,370530,TIME,1
3043,fifty yards,370554,370565,QUANTITY,1
3044,Park,370602,370606,LOC,1
3045,earth,370656,370661,LOC,1
3046,a dozen,371084,371091,CARDINAL,1
3047,second,371330,371336,ORDINAL,1
3048,two,371340,371343,CARDINAL,1
3049,Charing-Cross,371399,371412,ORG,1
3050,Thomson,371575,371582,ORG,1
3051,one,371617,371620,CARDINAL,1
3052,Buckingham Palace,371701,371718,FAC,1
3053,Carlton,372169,372176,PERSON,1
3054,Thomson,372364,372371,PERSON,1
3055,the Admiralty Square,372414,372434,FAC,1
3056,Strand,372450,372456,ORG,1
3057,Admiralty,373064,373073,ORG,1
3058,fifty yards,373114,373125,QUANTITY,1
3059,Zeppelin,373159,373167,PRODUCT,1
3060,Admiralty,373367,373376,ORG,1
3061,only a few yards,373396,373412,QUANTITY,1
3062,Thomson,373424,373431,PERSON,1
3063,Pall Mall,373482,373491,FAC,1
3064,A dozen,373493,373500,CARDINAL,1
3065,the Admiralty Square,373683,373703,FAC,1
3066,Two,373778,373781,CARDINAL,1
3067,Thomson,373801,373808,ORG,1
3068,one,373844,373847,CARDINAL,1
3069,one,373898,373901,CARDINAL,1
3070,A dozen,373935,373942,CARDINAL,1
3071,Thomson,374017,374024,PERSON,1
3072,one,374044,374047,CARDINAL,1
3073,Thomson,374339,374346,PERSON,1
3074,up!”Thomson,374374,374385,PERSON,1
3075,Thomson,374430,374437,PERSON,1
3076,Zeppelin,374698,374706,PRODUCT,1
3077,Thomson,374917,374924,PERSON,1
3078,Admiralty,374959,374968,ORG,1
3079,several minutes,375077,375092,TIME,1
3080,Admiralty,375210,375219,ORG,1
3081,Thomson,375222,375229,PERSON,1
3082,"know,”he",375308,375316,PERSON,1
3083,Zeppelin,375373,375381,PRODUCT,1
3084,six,375417,375420,CARDINAL,1
3085,a couple of dozen,375460,375477,CARDINAL,1
3086,the Houses of Parliament,375531,375555,ORG,1
3087,Whitehall,375560,375569,ORG,1
3088,Thomson,375648,375655,ORG,1
3089,Strand,375761,375767,ORG,1
3090,Trafalgar Square,375794,375810,FAC,1
3091,One,375812,375815,CARDINAL,1
3092,the National Gallery,375824,375844,ORG,1
3093,the Golden Cross Hotel,375859,375881,ORG,1
3094,the Union Club,375913,375927,ORG,1
3095,the War Office,376040,376054,ORG,1
3096,Ambrose,376122,376129,PERSON,1
3097,Only seventeen,376318,376332,CARDINAL,1
3098,forty,376342,376347,CARDINAL,1
3099,up to five minutes ago,376365,376387,TIME,1
3100,Zeppelin,376470,376478,PERSON,1
3101,Essex,376492,376497,GPE,1
3102,four,376499,376503,CARDINAL,1
3103,Romford,376532,376539,GPE,1
3104,Thomson,376542,376549,ORG,1
3105,"Well,”he",376576,376584,PERSON,1
3106,London,376614,376620,GPE,1
3107,London,376660,376666,GPE,1
3108,London,376692,376698,GPE,1
3109,the next morning,376748,376764,TIME,1
3110,German,376798,376804,NORP,1
3111,London,376844,376850,GPE,1
3112,this morning,376875,376887,TIME,1
3113,sixteen,376902,376909,CARDINAL,1
3114,forty,376924,376929,CARDINAL,1
3115,Seven,376942,376947,CARDINAL,1
3116,two,377028,377031,CARDINAL,1
3117,Essex,377063,377068,GPE,1
3118,Norfolk,377119,377126,GPE,1
3119,nineteen,377147,377155,CARDINAL,1
3120,Thomson,377517,377524,ORG,1
3121,thirty-one,377759,377769,CARDINAL,1
3122,a hundred and two,377788,377805,CARDINAL,1
3123,only one,377864,377872,CARDINAL,1
3124,Ronald Granet,377993,378006,PERSON,1
3125,Alfred Anselman,378024,378039,PERSON,1
3126,Sackville Street,378088,378104,FAC,1
3127,the night,378271,378280,TIME,1
3128,Thomson,378306,378313,ORG,1
3129,Thames,378380,378386,GPE,1
3130,four,378433,378437,CARDINAL,1
3131,Court,378610,378615,ORG,1
3132,the War Office,378650,378664,ORG,1
3133,a little before ten o'clock,378668,378695,TIME,1
3134,the Pall Mall Arch,378826,378844,FAC,1
3135,thousands,378873,378882,CARDINAL,1
3136,Zeppelin,378925,378933,PRODUCT,1
3137,St. James 's Park,378984,379001,GPE,1
3138,Thomson,379003,379010,PERSON,1
3139,Trafalgar Square,379045,379061,FAC,1
3140,London,379130,379136,GPE,1
3141,Londoner,379436,379444,NORP,1
3142,Cockspur Street,379472,379487,ORG,1
3143,Nelson,379491,379497,PERSON,1
3144,Conyers,379600,379607,PERSON,1
3145,morning,379623,379630,TIME,1
3146,Admiralty,379644,379653,ORG,1
3147,that evening,379693,379705,TIME,1
3148,Geraldine,379765,379774,PERSON,1
3149,twenty-four,379884,379895,CARDINAL,1
3150,Granet?”Lady Conyers,380041,380061,PERSON,1
3151,a few yards,380207,380218,QUANTITY,1
3152,Pall Mall,380315,380324,FAC,1
3153,Thomson,380351,380358,PERSON,1
3154,Thomson,380469,380476,PERSON,1
3155,three or four,380562,380575,CARDINAL,1
3156,Thomson,380864,380871,PERSON,1
3157,the Inspector of Field Hospitals,380873,380905,ORG,1
3158,Conyers,380944,380951,PERSON,1
3159,Thomson,381005,381012,PERSON,1
3160,Military Intelligence Department,381035,381067,ORG,1
3161,last night,381347,381357,TIME,1
3162,London,381424,381430,GPE,1
3163,Thomson,381535,381542,ORG,1
3164,Conyers,381581,381588,PERSON,1
3165,half,381613,381617,CARDINAL,1
3166,Hugh,381650,381654,PERSON,1
3167,Geraldine,381678,381687,PERSON,1
3168,Geraldine,381750,381759,PERSON,1
3169,"sensible,”he",381775,381787,PERSON,1
3170,Thomson,381823,381830,ORG,1
3171,Geraldine,381855,381864,PERSON,1
3172,Thomson,382064,382071,PERSON,1
3173,Lady Conyers,382074,382086,PERSON,1
3174,"Seymour,”she",382142,382154,PERSON,1
3175,Thomson,382165,382172,ORG,1
3176,a few minutes,382177,382190,TIME,1
3177,"Thomson,”he",382258,382269,ORG,1
3178,Thomson,382426,382433,ORG,1
3179,"excuse,”he",382455,382465,PERSON,1
3180,France,382521,382527,GPE,1
3181,England,382532,382539,GPE,1
3182,last night,382711,382721,TIME,1
3183,English,382765,382772,LANGUAGE,1
3184,France,382922,382928,GPE,1
3185,French,382995,383001,NORP,1
3186,ten shillings,383223,383236,MONEY,1
3187,the Tower,383391,383400,FAC,1
3188,Lady Conyers,383867,383879,PERSON,1
3189,Oxford,383916,383922,PERSON,1
3190,a year,383959,383965,DATE,1
3191,every day,384052,384061,DATE,1
3192,Last night 's,384103,384116,TIME,1
3193,one,384276,384279,CARDINAL,1
3194,two,384283,384286,CARDINAL,1
3195,Geraldine,384369,384378,PERSON,1
3196,"Germans,”she",384511,384523,ORG,1
3197,"Seymour insisted,“and",384587,384608,PERSON,1
3198,drop?”Thomson,384709,384722,PERSON,1
3199,St. James 's,384748,384760,GPE,1
3200,Seymour,384773,384780,PERSON,1
3201,two,384801,384804,CARDINAL,1
3202,Berkeley Street,384815,384830,FAC,1
3203,Hay Hill,384876,384884,GPE,1
3204,Lady Conyers,385026,385038,PERSON,1
3205,only yesterday,385256,385270,DATE,1
3206,Geraldine,385298,385307,PERSON,1
3207,a few minutes later,385347,385366,TIME,1
3208,Thomson,385392,385399,ORG,1
3209,you?”she,385452,385460,ORG,1
3210,Chair,385636,385641,ORG,1
3211,Holborn,385669,385676,FAC,1
3212,a quarter of an hour,385680,385700,QUANTITY,1
3213,Thomson,385757,385764,PERSON,1
3214,the War Office,385848,385862,ORG,1
3215,Geraldine,385865,385874,PERSON,1
3216,the little morning,385905,385923,TIME,1
3217,only this morning,386089,386106,TIME,1
3218,London,386193,386199,GPE,1
3219,"you,”she",386691,386699,PERSON,1
3220,Hugh,386795,386799,PERSON,1
3221,Hugh,386893,386897,PERSON,1
3222,Captain Granet 's,387010,387027,PERSON,1
3223,London,387648,387654,GPE,1
3224,Geraldine,387846,387855,PERSON,1
3225,ten days,387957,387965,DATE,1
3226,this morning,388179,388191,TIME,1
3227,Tower,388254,388259,FAC,1
3228,Hugh,388402,388406,PERSON,1
3229,Geraldine?”he,388628,388641,PERSON,1
3230,these days,388853,388863,DATE,1
3231,Hugh,388962,388966,PERSON,1
3232,"dear,”he",389051,389059,ORG,1
3233,Lady Anselman ',389145,389160,PERSON,1
